#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1337	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1338	SS|0.8800|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Dissoconiaceae,g:Ramichloridium,s:Ramichloridium endophyticum	No hit	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Dissoconiaceae,g:Ramichloridium,s:Ramichloridium endophyticum	No hit
OTU1339	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1340	SS|0.9600|LC769427|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	No hit
OTU1341	SS|1.0000|OR690639|SH0731064.10FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi	No hit
OTU1342	SS|0.9800|KJ170306|SH0904553.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala pisciphila	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala heteromorpha	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala pisciphila	No hit
OTU1343	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Brycekendrickomyces,s:Brycekendrickomyces acaciae	No hit	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Brycekendrickomyces,s:Brycekendrickomyces acaciae	No hit
OTU1344	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1345	SS|0.8400|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit
OTU1346	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1347	SS|0.8300|MG826982|SH0895523.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Coccinonectria,s:Coccinonectria pachysandricola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia exosporioides	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Coccinonectria,s:Coccinonectria pachysandricola	No hit
OTU1348	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Stilbocrea,s:Stilbocrea gracilipes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1349	SS|1.0000|None;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales	No hit
OTU1350	SS|1.0000|ON712446|SH0857502.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Filobasidium,s:Filobasidium magnum	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit
OTU1351	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1352	GS|99.5|LC769427|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi	No hit
OTU1353	SS|0.9500|None;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	No hit	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	No hit
OTU1354	SS|1.0000|U18961|SH0740252.10FU;k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Engyodontium,s:Engyodontium album	k:Fungi	No hit
OTU1355	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	No hit	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales	No hit
OTU1356	SS|1.0000|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium sinuosum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium	No hit
OTU1357	SS|0.8000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Muyocopronales,f:Muyocopronaceae,g:Arxiella,s:Arxiella terrestris	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Muyocopronales,f:Muyocopronaceae,g:Arxiella,s:Arxiella terrestris	No hit
OTU1358	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1359	SS|0.9900|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus whitfieldii	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium ochrochloron	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus whitfieldii	No hit
OTU1360	SS|0.9800|DQ421283|SH0730681.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1361	SS|1.0000|MG826982|SH0895523.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia exosporioides	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1362	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1363	SS|0.9900|MK089542|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citrinum	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1364	SS|0.8400|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora musae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae	No hit
OTU1365	SS|1.0000|KP866126|SH0838775.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sporidesmiales,f:Sporidesmiaceae,g:Sporidesmium,s:Sporidesmium pyriformatum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sporidesmiales,f:Sporidesmiaceae,g:Sporidesmium,s:Sporidesmium pyriformatum	No hit
OTU1366	GS|98.6|PP095384|SH0761521.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae,g:Pleurotheciella	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae,g:Pleurotheciella	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae,g:Pleurotheciella	No hit
OTU1367	SS|0.9200|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium aciculare	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium sinuosum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium aciculare	No hit
OTU1368	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1369	SS|0.9900|MG818910|SH0844666.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria tenuissima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1370	GS|89.7|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1371	SS|0.9800|None;k:Fungi,p:Ascomycota	No hit	k:Fungi,p:Ascomycota	No hit
OTU1372	SS|0.9700|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Atheliaceae	No hit
OTU1373	SS|0.9900|MH209042|SH0762950.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Bipolaris	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Bipolaris,s:Bipolaris sorokiniana	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Bipolaris	No hit
OTU1374	SS|0.8600|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella,s:Cyanodermella banksiae	No hit	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Cyanodermella,s:Cyanodermella banksiae	No hit
OTU1375	SS|0.9900|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia strelitziae	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia strelitziae	No hit
OTU1376	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi	No hit
OTU1377	GS|100.0|HQ657282|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Galactomyces	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Galactomyces	k:Fungi,p:Ascomycota	No hit
OTU1378	SS|0.9100|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Paracremonium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia tenuis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Paracremonium	No hit
OTU1379	GS|98.5|JX371747|SH0857124.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Chloridium,s:Chloridium aseptatum	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Chloridium,s:Chloridium aseptatum	No hit
OTU1380	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Genolevuria,s:Genolevuria amylolytica	No hit	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Genolevuria,s:Genolevuria amylolytica	No hit
OTU1381	SS|1.0000|KY587313|SH0731501.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium oxysporum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae	No hit
OTU1382	SS|0.9800|ON139025|SH0911504.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Castanediellaceae,g:Castanediella	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Sporocadaceae,g:Pseudopestalotiopsis,s:Pseudopestalotiopsis theae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Castanediellaceae,g:Castanediella	No hit
OTU1383	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Moniliophthora,s:Moniliophthora roreri	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Marasmiaceae,g:Moniliophthora,s:Moniliophthora roreri	No hit
OTU1384	SS|0.8800|JN890309|SH1045349.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1385	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae	No hit	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae	No hit
OTU1386	SS|1.0000|MK177184|SH1008678.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Purpureocillium,s:Purpureocillium lavendulum	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Purpureocillium,s:Purpureocillium lavendulum	No hit
OTU1387	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1388	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1389	SS|1.0000|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Xenoplectosphaerella,s:Xenoplectosphaerella clematidis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Plectosphaerella,s:Plectosphaerella cucumerina	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Xenoplectosphaerella,s:Xenoplectosphaerella clematidis	No hit
OTU1390	SS|1.0000|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	No hit
OTU1391	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ophiostoma	No hit	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ophiostoma	No hit
OTU1392	SS|1.0000|FJ481096|SH0939544.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium roqueforti	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium griseofulvum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium roqueforti	No hit
OTU1393	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1394	SS|0.8500|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales	No hit	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales	No hit
OTU1395	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Uredinophila	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Uredinophila	No hit
OTU1396	SS|1.0000|HQ166312|SH0862130.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Epicoccum	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1397	SS|0.8100|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1398	GSL|97.2|MH612892|SH1008816.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum	k:Fungi	No hit
OTU1399	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1400	SS|0.9500|KJ411618|SH1039416.10FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	No hit
OTU1401	SS|1.0000|JQ425407|SH1016454.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema nemorosa	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cryptococcaceae,g:Cryptococcus	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema nemorosa	No hit
OTU1402	SS|0.8000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	No hit
OTU1403	SS|0.9900|KU581093|SH1043932.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae	No hit
OTU1404	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium,s:Acremonium acutatum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium,s:Acremonium acutatum	No hit
OTU1405	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora,s:Peniophora pithya	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora,s:Peniophora pithya	No hit
OTU1406	SS|0.9500|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia tenuis	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1407	SS|0.9600|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU1408	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium	No hit	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium	No hit
OTU1409	GS|99.0|KY102171|SH0863246.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia kipukae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia kipukae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia kipukae	No hit
OTU1410	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Cercospora,s:Cercospora sesami	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit
OTU1411	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU1412	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Cercospora,s:Cercospora sesami	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae	No hit
OTU1413	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1414	SS|1.0000|MH926037|SH0933272.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Earliella,s:Earliella scabrosa	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Lentinus,s:Lentinus tigrinus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Earliella,s:Earliella scabrosa	No hit
OTU1415	SS|1.0000|OR680624|SH0762089.10FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Trametes	k:Fungi	No hit
OTU1416	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes	No hit
OTU1417	SS|1.0000|MN521520|SH1037084.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Plectosphaerella,s:Plectosphaerella cucumerina	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae	No hit
OTU1418	SS|0.9600|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Typhulaceae,g:Typhula,s:Typhula micans	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Typhulaceae,g:Typhula,s:Typhula micans	No hit
OTU1419	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1420	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1421	SS|0.9600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	No hit
OTU1422	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1423	SS|1.0000|MN310193|SH0928224.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium,s:Acremonium polychromum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium,s:Acremonium polychromum	No hit
OTU1424	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Stilbocrea,s:Stilbocrea gracilipes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU1425	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Glomeromycota	No hit
OTU1426	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida saopaulonensis	No hit	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida,s:Candida saopaulonensis	No hit
