#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11
OTU236	0	0	0	0	8	0	0	0	8	4	98	0	0	0	0	0	0
OTU237	0	0	0	0	17	0	0	0	6	7	0	0	0	0	0	0	93
OTU238	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
OTU239	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	26
OTU240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0
OTU241	0	0	0	0	7	0	0	0	29	20	24	0	0	0	0	0	0
OTU242	0	0	2	93	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85
OTU245	0	0	0	20	150	0	0	0	2	0	1	0	0	0	0	0	0
OTU246	0	0	0	83	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
OTU248	0	0	12	62	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
OTU25	0	0	2457	71	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU250	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	53
OTU251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
OTU252	0	0	0	84	9	0	17	0	0	0	0	0	0	0	0	0	1
OTU253	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU254	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU255	4	0	0	1	23	1	0	0	5	7	37	0	0	0	0	0	0
OTU256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
OTU257	1	2	2	0	0	0	67	0	1	0	2	0	0	2	2	4	6
OTU258	0	0	0	0	32	0	0	0	0	1	0	0	0	0	1	4	44
OTU259	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
OTU26	0	14	16	14	20	0	2044	0	9	4	44	0	9	20	24	47	221
OTU260	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU261	0	63	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU262	0	0	0	0	146	0	0	0	4	0	1	0	0	0	0	0	0
OTU263	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
OTU264	3	78	13	0	0	0	0	0	17	2	31	0	0	0	0	0	0
OTU265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
OTU266	0	0	0	0	0	0	0	0	0	1	64	0	0	0	0	0	0
OTU267	0	0	0	34	36	0	0	0	1	0	1	0	0	0	0	0	0
OTU268	0	0	3	0	17	0	0	0	2	0	24	0	0	19	0	1	1
OTU269	0	0	14	73	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU27	1	3719	0	0	0	0	0	0	10	4	22	0	0	0	0	0	0
OTU270	0	60	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU271	0	23	2	0	9	0	2	0	0	0	43	0	0	0	0	1	0
OTU272	0	0	0	11	61	0	0	0	0	0	0	0	0	0	0	0	0
OTU273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
OTU274	0	2	18	7	4	0	0	0	7	3	45	0	0	0	0	0	0
OTU275	0	0	15	0	0	0	0	0	1	1	55	0	0	0	0	0	0
OTU277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
OTU278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106
OTU279	0	0	8	0	0	0	0	0	0	0	0	0	0	56	0	0	0
OTU28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2744	0
OTU280	52	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
OTU282	0	0	0	0	1	0	0	0	67	4	40	0	0	0	0	0	0
OTU284	1	0	5	2	70	0	0	0	8	10	0	0	0	42	0	0	0
OTU285	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
OTU286	0	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU287	0	0	0	0	0	0	0	0	16	16	21	0	0	0	0	0	0
OTU288	0	1	1	0	0	0	68	0	0	0	5	0	0	1	1	3	0
OTU289	0	0	0	0	73	0	0	0	1	9	0	0	0	0	0	0	0
OTU29	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	3136	1
OTU290	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	43
OTU291	0	53	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU294	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU295	0	0	4	50	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87
OTU297	0	0	1	44	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
OTU299	0	0	239	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3	0	0	0	0	0	0	0	0	0	0	748	0	2950	632	17330	72353	16
OTU30	0	1891	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0
OTU300	0	0	0	0	0	0	0	0	1	5	75	0	0	0	0	0	0
OTU301	0	0	2	0	0	0	0	0	17	2	29	0	0	0	0	0	0
OTU302	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU303	0	50	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
OTU305	0	50	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU306	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU307	0	0	1	1	50	0	0	0	17	0	0	0	0	0	0	7	0
OTU308	0	0	3	0	0	0	43	0	1	0	2	0	0	0	2	2	2
OTU309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
OTU31	0	2	0	0	1945	1	0	0	1693	623	555	0	0	0	0	1	0
OTU310	0	0	2	14	27	0	0	0	7	1	4	0	0	0	0	0	0
OTU311	0	0	1	2	0	0	39	0	0	0	0	0	0	0	1	0	2
OTU313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
OTU315	0	0	0	0	0	0	0	0	28	31	14	0	0	0	0	0	0
OTU316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
OTU317	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0
OTU318	0	0	0	0	0	0	0	0	21	11	27	0	0	0	0	0	0
OTU319	1	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1927
OTU320	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU321	0	0	0	1	52	0	0	0	8	1	7	0	0	2	1	1	0
OTU322	0	45	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU323	0	0	1	30	57	0	0	0	2	3	12	0	0	0	0	0	0
OTU326	0	0	2	55	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU327	0	0	0	0	2	0	0	0	7	0	51	0	0	0	0	0	0
OTU329	0	0	2	17	12	0	0	0	5	4	2	0	0	0	0	0	0
OTU33	47	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU331	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0
OTU332	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
OTU333	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	16
OTU334	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU335	0	0	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU336	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
OTU337	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
OTU338	0	0	3	28	16	0	0	0	1	0	0	0	0	0	0	0	0
OTU339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
OTU34	0	0	0	16	2041	0	0	0	13	9	7	0	0	0	0	0	0
OTU340	0	1	0	0	0	0	49	0	0	0	2	0	0	0	0	2	2
OTU341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94
OTU342	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
OTU343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OTU344	0	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0
OTU345	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
OTU346	0	0	5	0	0	0	0	0	0	0	0	0	0	27	0	0	0
OTU347	0	0	1	1	0	0	192	0	1	0	1	0	0	0	0	1	0
OTU348	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0
OTU349	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU35	2	0	228	3907	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU350	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	36
OTU351	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
OTU352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OTU353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
OTU354	0	4	2	2	0	0	0	1	1	0	0	0	3	3	4	12	5
OTU355	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
OTU356	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
OTU357	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	1
OTU358	0	0	34	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU359	0	0	0	0	14	0	0	0	14	14	0	0	0	0	0	0	0
OTU36	37	0	3	57	1540	10	0	0	10	10	28	0	0	53	0	0	0
OTU360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
OTU361	2	0	0	0	32	0	0	0	0	3	0	0	0	0	0	0	0
OTU362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
OTU363	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
OTU364	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU365	0	0	0	0	12	0	0	0	15	3	0	0	0	0	0	0	0
OTU366	0	0	0	0	0	0	0	0	14	0	33	0	0	0	0	0	0
OTU367	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0
OTU368	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
OTU369	0	0	14	14	3	0	0	0	3	0	0	0	0	0	1	2	0
OTU370	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0
OTU371	0	0	1	11	10	0	15	0	0	4	0	0	0	0	0	0	0
OTU372	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
OTU373	0	0	3	37	14	0	0	0	0	4	0	0	0	0	0	0	0
OTU374	0	0	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
OTU375	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0
OTU376	2	0	0	0	81	0	0	0	8	1	0	0	0	0	0	0	0
OTU377	0	1	0	2	17	0	5	0	18	0	1	0	1	0	0	4	3
OTU378	0	0	0	29	0	0	6	0	0	0	0	0	0	0	0	0	1
OTU379	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
OTU38	0	3012	0	0	0	0	0	0	6	3	10	0	0	0	0	0	0
OTU380	0	0	3	0	0	0	0	0	0	0	0	0	0	31	0	0	0
OTU381	0	43	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU383	0	0	0	0	0	0	0	0	3	6	42	0	0	0	0	0	0
OTU384	0	0	0	0	29	0	0	0	4	3	0	0	0	0	0	0	0
OTU385	0	2	5	0	0	0	0	0	6	7	8	0	0	0	0	0	0
OTU386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
OTU387	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
OTU388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
OTU389	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	0
OTU39	0	25	0	0	0	0	0	0	13	31	1153	0	0	0	0	0	0
OTU390	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU391	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU392	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
OTU393	0	1	1	0	10	0	8	0	1	1	3	0	0	1	1	0	3
OTU394	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
OTU395	0	0	0	0	1	0	23	0	0	0	1	0	0	0	0	0	0
OTU396	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
OTU397	0	0	2	24	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU398	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
OTU399	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
OTU4	0	1	0	1	0	0	0	0	10	11	12	0	0	164	0	0	62508
OTU40	0	0	8	0	0	0	1	0	0	0	11	0	0	2103	0	1	0
OTU400	0	0	2	23	33	0	1	0	0	0	12	0	0	0	0	0	0
OTU401	0	0	2	0	0	0	25	0	0	0	1	0	0	1	1	2	2
OTU403	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
OTU404	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
OTU405	0	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0
OTU406	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU407	0	0	1	3	2	0	1	0	1	0	5	0	1	2	4	6	10
OTU408	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU409	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU41	0	1367	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
OTU410	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU411	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
OTU412	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU413	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU414	4	0	0	4	9	6	0	0	2	2	0	0	0	0	0	0	0
OTU415	0	0	0	0	13	0	0	0	0	8	11	0	0	0	0	0	0
OTU416	0	0	0	0	16	0	0	0	2	7	0	0	0	0	0	0	0
OTU417	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0
OTU418	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
OTU419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
OTU42	0	0	1132	46	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU420	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU421	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU423	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0
OTU424	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU425	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
OTU428	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
OTU429	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
OTU43	23	234	64	0	0	0	0	0	1	9	336	0	0	1878	0	0	286
OTU430	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
OTU431	0	0	0	0	0	0	0	0	1	2	21	0	0	0	0	0	0
OTU432	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	39	0
OTU433	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
OTU434	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
OTU435	0	0	1	0	0	0	0	0	0	0	36	0	0	0	0	0	0
OTU436	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU437	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU438	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU439	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
OTU44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235	0	0
OTU440	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU441	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
OTU442	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
OTU443	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU444	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU445	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0
OTU446	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
OTU448	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU449	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0
OTU450	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU451	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU452	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
OTU453	0	0	0	2	15	0	0	0	3	6	0	0	0	0	0	0	0
OTU454	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU455	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	2	0
OTU456	0	0	3	0	10	0	0	0	2	3	10	0	0	0	0	0	0
OTU457	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
OTU458	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0
OTU459	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
OTU46	0	0	0	0	827	0	0	0	159	147	3	0	0	0	0	0	0
OTU460	0	0	0	18	2	0	0	0	2	0	1	0	0	0	0	0	0
OTU461	0	0	0	0	39	0	7	0	0	0	0	0	0	0	0	0	0
OTU462	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
OTU464	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
OTU465	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU466	0	0	0	0	4	0	14	0	1	0	1	0	0	0	0	0	1
OTU467	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU468	0	0	0	0	2	0	0	0	21	17	0	0	0	0	0	1	0
OTU469	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
OTU47	3	0	600	242	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU470	0	0	0	0	7	0	0	0	1	0	15	0	0	0	0	0	0
OTU471	0	0	0	0	0	0	15	0	1	0	0	1	0	0	0	0	0
OTU472	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
OTU473	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU474	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU475	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU476	0	0	1	16	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU478	0	1	0	5	0	0	0	0	1	1	4	0	0	0	2	4	1
OTU48	0	0	27	871	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OTU481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OTU482	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0
OTU484	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU485	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
OTU486	0	0	0	0	0	0	0	0	14	6	3	0	0	0	0	0	0
OTU487	0	0	13	3	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU488	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0
OTU489	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0
OTU49	0	1928	0	0	0	0	0	0	12	2	15	0	0	0	0	0	0
OTU490	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0
OTU491	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU492	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
OTU493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
OTU494	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0
OTU495	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU497	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU498	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU499	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5	0	1	1	0	0	0	16	0	0	0	1	0	0	1	26035	0	2
OTU50	0	0	28	760	8	0	0	0	0	0	0	0	0	0	0	1	0
OTU500	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU501	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
OTU502	0	1	0	1	39	0	12	0	0	0	0	0	0	0	0	0	0
OTU503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OTU504	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
OTU505	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU506	0	0	2	0	0	0	0	0	2	0	16	0	0	0	0	0	0
OTU507	0	0	0	7	0	0	0	0	7	0	8	0	0	0	0	0	0
OTU508	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
OTU509	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU51	1	0	24	715	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU510	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	13
OTU511	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0
OTU513	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
OTU514	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU515	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU516	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU517	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0
OTU518	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
OTU519	0	0	0	7	0	0	0	0	8	4	0	0	0	0	0	0	0
OTU52	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0
OTU520	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU521	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	14
OTU522	0	0	0	0	0	0	0	0	1	1	32	0	0	0	0	0	0
OTU523	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU524	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU525	0	0	1	1	5	0	0	0	1	2	3	0	0	0	1	5	2
OTU528	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0
OTU53	0	44	1	0	3	0	0	0	0	0	1	0	181	582	0	69	0
OTU531	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU532	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1
OTU533	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0
OTU534	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OTU536	0	0	1	4	6	0	5	0	0	0	1	0	0	0	0	0	1
OTU537	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU538	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU539	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU54	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU540	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU541	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU542	0	0	0	0	14	0	0	0	3	2	2	0	0	0	0	1	0
OTU543	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU547	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
OTU548	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU549	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0
OTU55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713
OTU550	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU551	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU552	0	0	0	1	1	0	0	0	0	0	12	0	0	0	0	0	0
OTU553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
OTU554	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU555	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0
OTU556	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU557	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU558	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU559	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU56	0	623	6	4	19	0	0	0	1	1	8	0	0	0	0	0	0
OTU560	0	0	0	5	16	0	0	0	7	0	0	0	0	0	0	0	0
OTU561	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU562	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU563	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU564	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU565	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OTU568	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
OTU569	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0
OTU572	0	2	1	15	6	0	4	0	0	0	0	0	0	0	1	0	0
OTU573	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0
OTU574	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0
OTU575	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU576	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU577	0	0	0	0	2	0	0	0	2	1	6	0	0	0	0	0	0
OTU578	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
OTU579	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699
OTU580	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU581	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	1
OTU583	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU584	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU585	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU586	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
