#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11	Taxonomy
OTU1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	GS|0.0|None;No hit
OTU1223	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8200|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU1224	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1225	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia verrucosa
OTU1226	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1227	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	SS|0.9500|JN192381|SH0966985.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia micropus
OTU1229	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria
OTU1231	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JX320835|SH0951095.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium
OTU1232	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1233	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Hymenochaetales,f:Rickenellaceae,g:Resinicium,s:Resinicium saccharicola
OTU1234	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	SS|0.9100|KX279858|SH0949598.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU1235	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU1236	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU1237	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1238	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	SS|1.0000|MN555449|SH0930483.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum
OTU1239	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Elsinoaceae,g:Elsinoe,s:Elsinoe theae
OTU1240	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8900|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Elsinoaceae,g:Elsinoe
OTU1241	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1030	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1242	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	SS|1.0000|KM041970|SH0964304.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus
OTU1243	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|89.7|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1244	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	SS|1.0000|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Dissoconiaceae,g:Uwebraunia,s:Uwebraunia dekkeri
OTU1245	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Bulleribasidium,s:Bulleribasidium phyllophilum
OTU1246	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9300|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma helicoides
OTU1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	SS|0.8800|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU1248	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	SS|1.0000|MN745293|SH0940957.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1249	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1251	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	1	1	GS|97.4|KM041970|SH0964304.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU1252	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Rhynchogastrema
OTU1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU1254	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.8200|MK894891|SH0995505.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU1255	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Tulostoma
OTU1257	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	SS|1.0000|KM041970|SH0964304.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU1258	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU1259	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	SS|0.9800|KX034383|SH0870045.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Hyphopichia,s:Hyphopichia wangnamkhiaoensis
OTU1261	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	GS|71.7|UDB0509576|SH0986503.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cortinariaceae,g:Cortinarius
OTU1262	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1263	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU1265	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Trechispora
OTU1266	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|UDB04515419|SH0761329.10FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae
OTU1267	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1268	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1269	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae
OTU1270	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	SS|0.8400|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma
OTU1271	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.9900|JF718692|SH0740345.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Cordyceps,s:Cordyceps javanica
OTU1274	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KT377471|SH0730979.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria
OTU1275	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1276	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|MW355943|SH0937188.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU1277	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium
OTU1278	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU1279	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	SS|1.0000|GQ153119|SH1031090.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,g:Pseudohormonema,s:Pseudohormonema sordidum
OTU1281	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Muyocopronales,f:Muyocopronaceae,g:Leptodiscella
OTU1282	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	SS|0.8100|MN745296|SH0996590.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae
OTU1283	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1284	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Neoceratosperma
OTU1285	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	SS|1.0000|JQ425407|SH1016454.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema pseudoalba
OTU1286	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	SS|0.8300|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Zasmidium
OTU1287	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	SS|1.0000|None;k:Fungi
OTU1288	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	SS|0.9600|KX279858|SH0949598.10FU;k:Fungi
OTU1289	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1290	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	SS|1.0000|FR693678|SH1043752.10FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU1291	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	SS|0.9900|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Tilachlidiaceae
OTU1293	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	SS|1.0000|KX610114|SH0931818.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola,s:Humicola phialophoroides
OTU1294	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	SS|0.9900|MK431051|SH0968271.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae
OTU1295	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	SS|1.0000|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium
OTU1296	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MF370393|SH0755482.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU1297	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU1298	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8000|KX034383|SH0870045.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU1299	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	SS|0.9600|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Neodendryphiella,s:Neodendryphiella mali
OTU1300	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1301	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Tubeufiales,f:Tubeufiaceae,g:Tubeufia
OTU1302	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1303	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8400|JX174737|SH0987268.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU1304	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales
OTU1306	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	SS|0.9900|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1307	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KU581842|SH1000515.10FU;k:Fungi
OTU1309	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU1310	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Cyphellaceae
OTU1311	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.8900|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU1312	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|0.9900|MW764294|SH1041759.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta
OTU1313	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1314	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	SS|0.9700|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Limonomyces
OTU1315	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	GS|89.7|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1316	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	SS|0.8400|MZ413203|SH0747762.10FU;k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Mucoraceae,g:Mucor,s:Mucor circinelloides
OTU1317	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|JX387575|SH0943087.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria
OTU1319	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Massarinaceae,g:Stagonospora,s:Stagonospora heteroderae
OTU1321	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU1322	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1323	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	SS|0.8400|JX174142|SH0905694.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium cerradense
OTU1324	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU1325	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	SS|0.9600|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Eupenidiella,s:Eupenidiella venezuelensis
OTU1327	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1328	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	SS|0.9600|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1329	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Basidiomycota,c:Tritirachiomycetes,o:Tritirachiales,f:Tritirachiaceae,g:Tritirachium,s:Tritirachium oryzae
OTU1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	SS|1.0000|MT443960|SH0755958.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Kodamaea,s:Kodamaea ohmeri
OTU1331	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.9600|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JQ347290|SH0884083.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Mariannaea,s:Mariannaea dimorpha
OTU1334	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1335	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9200|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Eutypella
OTU1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	SS|0.9000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	SS|0.9000|None;k:Fungi
OTU1338	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema zeae
OTU1339	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1340	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.8000|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU1341	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma
OTU1343	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Oliveoniaceae,g:Oliveonia
OTU1344	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU1345	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	SS|0.9200|MN612788|SH1008788.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces rugulosus
OTU1346	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MK089542|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Paecilomyces,s:Paecilomyces maximus
OTU1347	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Rozellomycota
OTU1348	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida
OTU1349	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.9900|KX268664|SH0886968.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Priceomyces,s:Priceomyces fermenticarens
OTU1350	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	SS|1.0000|DQ340759|SH0924074.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Teratoramularia
OTU1352	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	SS|0.9400|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU1353	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	SS|0.9100|KU581093|SH1043932.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	SS|0.8000|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU1355	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota
OTU1356	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes
OTU1357	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	GS|70.2|OR354400|SH0849712.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Distoseptisporales,f:Distoseptisporaceae,g:Distoseptispora
OTU1358	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|JX524462|SH0967366.10FU;k:Fungi
OTU1359	2	0	0	0	39	0	0	0	6	0	0	0	0	0	0	0	0	SS|0.8200|OW983919|SH0739436.10FU;k:Fungi,p:Ascomycota
OTU1361	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|1.0000|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Polychaeton,s:Polychaeton citri
OTU1362	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	SS|0.9500|KY587313|SH0731501.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Peroneutypa,s:Peroneutypa polysporae
OTU1363	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|OR514876|SH1029145.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1364	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Pseudocoleophoma
OTU1365	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU1366	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	GS|89.7|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU1367	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Ostropales,f:Stictidaceae,g:Glomerobolus
OTU1368	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Lopharia,s:Lopharia ayresii
OTU1369	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU1370	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	SS|0.9000|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Myrotheciomycetaceae,g:Trichothecium
