#OTU ID	B-10PP-10PP	B-10PSH-10P	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-1CCP-1C	B-4MIH-4M	B-4MMP-4P	B-4MNIP-4I	B-5TAP-F8	B-6PEH-6	B-6PEP-6P	B-8NMH-8H	B-8NMP-8P	B-SVH1-Q1	B-SVH10-Q10	B-SVH11-Q11	B-SVH12-Q12	B-SVH14-Q14	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH5-Q5	B-SVH6-Q6	B-SVH7-Q7	B-SVH8-Q8	B-VEN-B12	B-VEN-C10	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-F11	B-VEN-G10	B-VEN-H11	Taxonomy
OTU19	0	3	0	0	0	0	0	0	0	3	2	0	1	12	7	0	0	0	0	0	0	0	2	1	1	0	0	3935	914	0	0	212	0	3287	3	SS|1.0000|AF513979_S000430917;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae
OTU190	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	0	0	0	0	GS|99.6|X67609_S000022403;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Capnocytophaga;
OTU191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	30	0	SS|1.0000|AB304087_S000964244;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU192	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	6	0	0	0	0	0	SS|1.0000|CP001685_S002290896;k:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales",f:"Leptotrichiaceae",g:Leptotrichia
OTU193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	GS|100.0|AF542227_S000432293;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XI,g:Finegoldia;
OTU194	5	0	1	1	1	0	2	0	4	0	2	0	0	2	0	1	0	0	0	1	1	1	2	1	2	1	1	1	2	3	0	2	0	2	2	GS|0.0|None;No hit
OTU195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	GS|99.2|X87151_S000003483;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Catonella;
OTU196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	GS|98.8|EF067921_S001020536;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Bacillariophyta;
OTU197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	GS|97.6|JX099545_S004044223;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
OTU198	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	6	1	0	0	27	0	0	2	1	0	0	GS|100.0|HF558376_S003722567;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas;
OTU199	1	0	0	0	2	0	1	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	0	2	1	GS|98.4|DQ062742_S000537534;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Pseudolabrys;
OTU2	234048	436	7	2815	4067	3071	15	2	1410	915	355	0	399	225	310	17	14	0	101	157	66	5	12	478	1365	19	40	260	24422	21	155	37261	2	143	5	SS|0.9800|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
OTU20	148	0	0	3	0	0	0	0	0	419	1	0	9953	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	GS|71.3|AJ294725_S000641838;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Euglenida;
OTU200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21	0	0	1	0	0	0	GS|100.0|AF137508_S000387927;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Herbaspirillum;
OTU201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	GS|0.0|None;No hit
OTU202	7	0	2	1	2938	1	82	1	402	30	45	0	370	4	1	1	6	0	23	49	34	4	17	254	683	6	20	0	6	5	0	345	0	63	0	SS|0.9900|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	0	0	0	0	0	GS|99.6|AF473834_S000395077;k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Megasphaera;
OTU204	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|AB110421_S000439512;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	22	0	0	0	0	0	GS|100.0|Y08845_S000008887;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Janthinobacterium;
OTU206	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	GS|100.0|AB108826_S000334739;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella;
OTU207	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	3	0	0	0	13	0	0	5	0	0	0	GS|100.0|AB100802_S000439498;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Lactococcus;
OTU208	1	0	0	0	47	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	10	1	0	0	0	0	0	GS|100.0|AB537169_S001792939;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Dermabacteraceae,g:Brachybacterium;
OTU209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	SS|0.9500|AJ272036_S000022775;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae
OTU21	5	0	0	0	10	0	1	0	1	5	1	0	1	3	0	0	0	0	0	1	0	1	1	2	7	0	6	2709	26	2	0	2	0	1	2	GS|99.6|AY862507_S000478677;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Melissococcus;
OTU210	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|EU438901_S001153066;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU211	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	GS|100.0|HQ676600_S002353694;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae,g:Sporosarcina;
OTU212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	GS|97.2|AB021391_S000008025;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;
OTU213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	GS|0.0|None;No hit
OTU214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	GS|0.0|None;No hit
OTU215	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	GS|0.0|None;No hit
OTU216	5	0	28	0	27923	0	3693	1	4035	76	231	0	688	1	0	50	120	18	1274	18	529	67	6003	2418	7939	223	5023	1069	4	2550	0	3315	1	30716	99	SS|1.0000|D87679_S000414171;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU217	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AB023970_S000006731;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae,g:Clostridium_XI;
OTU218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	SS|0.9800|AB072735_S000251887;k:Bacteria,p:"Gemmatimonadetes",c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas
OTU219	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	0	0	0	0	0	GS|98.4|FN650333_S002033010;k:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Arcobacter;
OTU22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU220	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	GS|0.0|None;No hit
OTU221	2	0	0	0	47	0	1	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	1	0	3	1	0	0	GS|99.6|AY999901_S000581701;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Streptomycetaceae,g:Streptomyces;
OTU222	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	SS|0.9700|AJ310394_S000351461;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales
OTU223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	GS|100.0|AY028926_S000540397;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Staphylococcaceae,g:Jeotgalicoccus;
OTU224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	GS|0.0|None;No hit
OTU225	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	5	0	0	0	0	0	GS|98.4|AB031056_S000382898;k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Solobacterium;
OTU226	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	19	0	0	0	0	0	2	SS|0.8600|AB100802_S000439498;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae
OTU227	0	0	0	0	1	0	0	0	37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	GS|99.2|EU008088_S002221798;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Ignatzschineria;
OTU228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	GS|100.0|AY842259_S000467868;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Psychrobacter;
OTU229	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	2	0	1	1	3	0	2	0	0	0	0	7	0	1	0	GS|100.0|AB327253_S000925479;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Pseudonocardiaceae,g:Amycolatopsis;
OTU23	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	22716	0	1	GS|100.0|AB176954_S000543032;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;
OTU230	0	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	1	0	2	0	1	1	0	0	0	20	2	0	0	GS|98.0|FR733885_S002407961;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium;
OTU231	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	GS|98.4|GU317945_S001874263;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Carnobacteriaceae,g:Jeotgalibaca;
OTU232	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	GS|100.0|EU364817_S000981418;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Sphingobacterium;
OTU233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	19	0	0	0	SS|0.9900|DQ887677_S001020502;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU234	0	0	0	0	1	0	0	0	2	17	1	0	0	0	0	0	0	0	1	1	0	0	3	5	7	1	3	3	0	0	0	1	0	1	0	GS|100.0|AY773186_S000444177;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Burkholderia;
OTU235	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU236	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	21	0	0	0	0	0	0	GS|99.6|AM398438_S000728147;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides;
OTU237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	GS|0.0|None;No hit
OTU238	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	GS|100.0|AJ438050_S000128467;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Corynebacteriaceae,g:Corynebacterium;
OTU239	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU24	17	0	0	4959	0	0	1	0	15	97	0	0	0	0	0	1	0	0	1	4	1	0	0	4	37	0	7	1	0	0	0	7	1	3	0	SS|0.8500|AB032352_S000469294;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	SS|1.0000|DQ347958_S000641302;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	GS|99.6|JQ948045_S003803610;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,g:Ornithinimicrobium;
OTU242	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	6	10	0	0	0	8	0	0	0	0	0	0	GS|98.8|JQ936674_S003612978;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Orbales,f:Orbaceae,g:Gilliamella;
OTU243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	GS|100.0|L16474_S000414457;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella;
OTU244	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	GS|100.0|AJ437696_S000125539;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Psychrobacter;
OTU245	3	1	0	0	17	1	0	0	1	0	4	0	0	1	0	0	0	0	1	2	0	0	0	0	3	0	3	1	7	0	0	1	0	0	0	GS|100.0|AB266597_S000727776;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Microbacteriaceae,g:Curtobacterium;
OTU246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU247	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	14	0	14	0	0	0	GS|100.0|AJ290755_S000245507;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pasteurellales,f:Pasteurellaceae,g:Haemophilus;
OTU248	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	GS|100.0|AF061006_S000428245;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus;
OTU249	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	GS|100.0|AM158906_S000735024;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Brevibacteriaceae,g:Brevibacterium;
OTU25	1	0	7	0	10	0	0	30	315	0	393	0	21	48	8	90	24	0	5	38	19	2	12	164	351	4	26	3938	82	12	0	30	0	31	2	GS|99.6|JQ771132_S003291669;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter;
OTU250	0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	3	0	GS|99.2|AB023838_S000006851;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Weissella;
OTU251	9	0	4	0	1653	0	11	0	407	74	14	0	335	3	0	10	1	0	41	7	41	9	10	353	824	4	42	1	1	3	0	219	0	31	1	SS|0.8800|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	GS|0.0|None;No hit
OTU253	6	0	0	0	3	6	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	4	0	9	1	2	4	20	1	0	13	3	3	2	GS|98.8|AY894691_S000482243;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas;
OTU254	0	0	0	0	3	0	0	0	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	0	0	0	GS|99.6|AF057645_S000428195;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;
OTU255	0	12	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	SS|1.0000|AB778530_U010573767;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU256	3	0	7	0	284	0	878	0	1163	14	5	0	178	0	0	14	10	0	68	7	105	8	626	658	743	19	565	24	0	36	0	862	0	10429	0	SS|0.8100|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	SS|1.0000|AF211871_S000021401;k:Bacteria
OTU258	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|AB052706_S000469304;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	GS|100.0|KF830707_S003927473;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;
OTU26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2740	0	0	GS|99.6|JN713899_S002961371;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Tepidimonas;
OTU260	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|AB609748_S002349954;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Brevibacteriaceae,g:Brevibacterium
OTU261	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	SS|1.0000|AM177497_S000623902;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
OTU262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	SS|1.0000|AB547446_S002038915;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Dysgonomonas
OTU263	0	4	0	0	7	0	0	0	4	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	GS|100.0|FR733709_S002304666;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Proteus;
OTU264	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	2	0	8	0	0	0	0	0	0	0	0	SS|0.8100|AB032351_S000469293;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU265	0	0	0	0	0	0	0	0	4	2	15	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	10	0	0	0	0	0	GSL|100.0|AF177666_S000388692;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter
OTU266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	GSL|99.6|X78315_S000007365;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae
OTU267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	GS|100.0|AY323228_S000461126;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Oribacterium;
OTU268	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AM177497_S000623902;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Empedobacter;
OTU269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	GS|100.0|AJ306888_S000022484;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Halomonas;
OTU27	1	0	0	0	0	0	0	0	0	39	6	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1888	48	0	23	0	0	0	GS|100.0|AY995767_S000528124;k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella;
OTU270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	1	0	0	0	SS|0.9200|GU129926_S001746046;k:Bacteria,p:"Verrucomicrobia",c:Spartobacteria,g:Terrimicrobium
OTU271	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	GSL|99.2|AF109792_S000498511;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Dermatophilaceae
OTU272	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	GS|0.0|None;No hit
OTU273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	GS|0.0|None;No hit
OTU274	1	0	0	2	2	1	4	2	6	5	5	0	1	0	0	1	0	0	0	4	0	0	1	1	3	0	1	4	3	0	0	5	0	0	2	GS|100.0|EU545982_S001169116;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Listeriaceae,g:Listeria;
OTU275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	GS|98.4|AF241844_S000389872;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto;
