#OTU ID	B-10PP-10PP	B-10PSH-10P	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-1CCP-1C	B-4MIH-4M	B-4MMP-4P	B-4MNIP-4I	B-5TAP-F8	B-6PEH-6	B-6PEP-6P	B-8NMH-8H	B-8NMP-8P	B-SVH1-Q1	B-SVH10-Q10	B-SVH11-Q11	B-SVH12-Q12	B-SVH14-Q14	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH5-Q5	B-SVH6-Q6	B-SVH7-Q7	B-SVH8-Q8	B-VEN-B12	B-VEN-C10	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-F11	B-VEN-G10	B-VEN-H11	Taxonomy
OTU276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	GS|0.0|None;No hit
OTU277	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	GS|99.2|FJ796700_S001331402;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Lachnoanaerobaculum;
OTU278	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	GS|98.0|AB304087_S000964244;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Tanticharoenia;
OTU279	0	0	0	0	0	6	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	GS|100.0|AM490609_S000870754;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Brucellaceae,g:Ochrobactrum;
OTU28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	813	0	0	86	0	35	0	SS|1.0000|AM418384_S000768523;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
OTU280	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|100.0|AJ428402_S000112115;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Actinomycetaceae,g:Varibaculum;
OTU281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	GS|100.0|AY220740_S000402934;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Roseomonas;
OTU282	1	0	0	0	0	0	1	0	56	0	0	0	0	0	0	2	0	0	0	0	1	3	0	22	130	0	0	0	25	0	0	21	0	0	0	SS|1.0000|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	GS|100.0|EU723884_S001099398;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Alteromonadales,f:Idiomarinaceae,g:Aliidiomarina;
OTU284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	3	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU285	0	0	0	0	2	0	0	0	0	4	1	0	0	0	3	0	1	0	0	1	0	0	3	3	3	0	0	1	2	0	0	6	2	2	0	GS|99.2|AF312022_S000391359;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Cupriavidus;
OTU286	0	0	0	0	0	0	0	0	129	0	0	0	0	2	0	8	0	0	0	0	3	0	0	62	342	0	0	0	10	0	0	6	0	0	0	SS|0.8000|AB786910_U010439604;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
OTU287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	GS|99.2|X78420_S000004333;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Jonesiaceae,g:Jonesia;
OTU288	3	0	0	0	4	1	2	0	2	5	0	0	0	1	0	0	0	0	0	2	0	0	4	1	1	0	1	1	0	15	0	5	2	2	1	GS|100.0|HE654001_S003277698;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium;
OTU289	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	1	2	2	0	1	0	2	1	0	0	SS|1.0000|FR773158_S002442234;k:Archaea,p:"Thaumarchaeota",o:Nitrososphaerales,f:Nitrososphaeraceae,g:Nitrososphaera
OTU29	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	1	2	2	0	0	107	2	0	0	14	1919	1	1	GS|99.6|D88668_S000380815;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus;
OTU290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	SS|1.0000|AB477014_S001416004;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella
OTU291	4	0	0	2	2	0	2	0	5	5	2	0	0	0	0	0	1	0	0	4	0	0	3	3	6	0	0	5	9	1	0	4	0	1	0	GS|99.2|EF457308_S000834733;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	SS|1.0000|D86513_S000011943;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
OTU293	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	SS|0.9900|EF044213_S001020365;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU295	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	GS|100.0|AF542234_S000432300;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XI,g:Anaerococcus;
OTU296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|DQ347958_S000641302;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	9	0	0	0	0	0	0	SS|1.0000|AJ306299_S000001698;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
OTU298	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.6|X71863_S000006932;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acetobacter;
OTU299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	SS|1.0000|AP007232_S000609085;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU3	25	0	2	33	4	0	7	4	298	90776	177	0	22	3	34	5	1	0	35	53	9	1	1	45	348	7	13	4	1372	26	31	4522	1	3	0	SS|0.9600|D88528_S000414220;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
OTU30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	965	0	16	113	0	0	0	GS|100.0|Y10756_S000013156;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas;
OTU300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	GS|100.0|FJ214659_S001188934;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_2,g:Marinococcus;
OTU301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	SS|0.9100|EU907880_S001151267;k:Bacteria,p:"Armatimonadetes",g:Armatimonadetes_gp5
OTU302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	GS|99.6|U41355_S000437598;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Dysgonomonas;
OTU303	2	0	0	0	3	0	0	0	3	2	0	0	1	1	0	0	0	0	0	0	1	0	1	4	0	1	1	1	1	0	0	2	0	2	0	GS|100.0|AF041442_S000427998;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Mesorhizobium;
OTU304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	GS|0.0|None;No hit
OTU305	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	1	0	0	0	0	0	0	0	0	SS|1.0000|AB542054_S002164992;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales
OTU306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	SS|1.0000|DQ365924_S000649379;k:Bacteria
OTU307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|DQ347958_S000641302;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta
OTU308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	GS|99.2|EU741036_S001350760;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Paenibacillaceae_1,g:Paenibacillus;
OTU309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	GS|100.0|HF679039_S003711501;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
OTU31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	GS|99.6|JQ746036_S003285961;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Vulcaniibacterium;
OTU310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	GS|100.0|EU484189_S001016069;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Brevibacteriaceae,g:Brevibacterium;
OTU311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	GS|0.0|None;No hit
OTU312	0	0	0	0	2	0	0	0	4	5	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	GS|100.0|FJ748683_S001611233;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Stenotrophomonas;
OTU313	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	9	0	0	0	SS|1.0000|Y07841_S000002016;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XI,g:Anaerococcus
OTU314	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AJ575430_S001168701;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Cloacibacterium;
OTU315	2	0	1	0	2	1	4	1	1	8	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	2	1	0	0	3	0	0	3	GS|100.0|Y14311_S000007321;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Hyphomicrobiaceae,g:Hyphomicrobium;
OTU316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	GS|99.6|DQ889723_S000735854;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Sphingobacteriaceae,g:Pedobacter;
OTU317	4	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	GS|99.6|FM865977_S001611311;k:Bacteria,p:"Bacteroidetes",c:Sphingobacteriia,o:"Sphingobacteriales",f:Chitinophagaceae,g:Chitinophaga;
OTU318	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	GS|97.2|Y18176_S000015682;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto;
OTU319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	GS|100.0|AF143511_S000388075;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Carnobacteriaceae,g:Alkalibacterium;
OTU32	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	3	992	2	0	GS|98.8|X55597_S000131075;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium;
OTU320	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|100.0|U41347_S000437590;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Capnocytophaga;
OTU321	0	0	0	0	5	0	0	0	0	9	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	SS|0.9900|AM084341_S000629296;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
OTU323	2	0	0	1	1	0	2	0	3	1	5	0	0	0	0	0	0	0	0	1	1	0	3	0	3	2	1	1	0	2	0	2	0	2	0	SS|0.9500|CP001854_S001872674;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU324	0	0	1	0	3	0	3	0	142	0	0	0	0	0	0	5	1	0	0	0	0	0	0	140	342	0	3	0	0	0	0	0	0	1	0	GS|97.6|AB721549_S003658497;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
OTU325	1	0	0	0	4	0	0	0	1	0	0	0	3	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	GS|99.6|EU290155_S000980089;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter;
OTU326	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	GS|100.0|AB540985_S001872327;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto;
OTU327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	SS|0.9900|AY534872_S000273566;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU328	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	GS|99.6|AB196784_S000568191;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_2,g:Halolactibacillus;
OTU329	0	0	0	0	1	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	GS|100.0|JX843771_S003789790;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Chryseobacterium;
OTU33	0	0	1	0	830	0	0	5	13	5	0	0	5	1	0	5	27	6	19	10	10	5	6	337	586	0	47	0	4	0	0	0	0	6	0	GS|100.0|AB542054_S002164992;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus;
OTU330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	SS|1.0000|AY544768_S000548164;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae
OTU331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	GS|100.0|L04321_S000414273;k:Bacteria,p:"Proteobacteria",c:Epsilonproteobacteria,o:Campylobacterales,f:Campylobacteraceae,g:Campylobacter;
OTU332	2	0	0	0	0	0	3	0	2	2	2	0	0	0	0	0	0	0	0	1	2	0	2	0	3	0	2	2	0	0	0	3	0	2	0	SS|0.9800|FN669139_S002151306;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria
OTU333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	SS|1.0000|HE805640_S003287844;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales
OTU334	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	GS|100.0|X92981_S000375754;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Tsukamurellaceae,g:Tsukamurella;
OTU335	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	2	4	0	0	3	0	0	0	GS|100.0|AB021492_S000382574;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas;
OTU336	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|AY211073_S000401752;k:Bacteria,p:"Verrucomicrobia",c:Subdivision3,g:Subdivision3_genera_incertae_sedis
OTU337	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	2	2	0	0	3	1	4	0	0	3	2	2	0	GS|100.0|AY493932_S000262566;k:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp6,g:Gp6;
OTU338	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	GS|98.0|DQ178977_S000603879;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas;
OTU339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	SS|1.0000|AJ575430_S001168701;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
OTU34	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	77	0	22	0	0	0	GS|99.6|X55405_S000260849;k:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales",f:"Fusobacteriaceae",g:Fusobacterium;
OTU340	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	GS|99.6|DQ010160_S000541552;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Demequinaceae,g:Demequina;
OTU342	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	SS|0.9600|JN867054_S003278895;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae,g:Flavobacterium
OTU343	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	SS|0.9800|AF084495_S000428637;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU344	3	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	1	1	1	0	0	6	2	0	1	SS|0.9000|AB597950_S002440613;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Solirubrobacterales
OTU345	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	13	2	0	0	0	0	0	GS|0.0|None;No hit
OTU346	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|0.0|None;No hit
OTU347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	SS|0.9900|AJ563932_S000352294;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales
OTU348	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU349	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|L06455_S003721966;k:Bacteria,p:"Proteobacteria"
OTU35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2786	0	0	SS|0.9800|EF687743_S000893518;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
OTU350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|0.0|None;No hit
OTU351	1	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	2	0	0	0	8	0	GS|0.0|None;No hit
OTU352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|0.9900|KJ469554_S004225612;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiales_Incertae_Sedis_XI,g:Ezakiella
OTU353	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	GS|100.0|KC934840_S004255533;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium;
OTU354	1	0	0	0	0	0	1	0	4	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	2	0	1	2	GS|100.0|EU781657_S001046746;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium;
OTU355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	GS|99.2|GU562448_S002034994;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptostreptococcaceae,g:Acetoanaerobium;
OTU356	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	4	0	0	0	GS|98.8|FM165535_S001047658;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans;
OTU357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|0.0|None;No hit
OTU358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	SS|0.9600|EF644913_S000893188;k:Bacteria,p:"Bacteroidetes",c:Flavobacteriia,o:"Flavobacteriales",f:Flavobacteriaceae
OTU359	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	GS|99.2|EF100696_S000769180;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Pigmentiphaga;
OTU36	15	1	0	2	41	15	8	8	30	13	29	0	19	444	0	6	0	0	5	14	3	0	6	44	80	0	14	135	743	40	3	204	6	4	3	GS|100.0|AF129443_S000387364;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Raoultella;
OTU360	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|AY840553_S000575568;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella
OTU361	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	2	0	0	0	GS|0.0|None;No hit
OTU362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	GS|0.0|None;No hit
