#OTU ID	B-10PP-10PP	B-10PSH-10P	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-1CCP-1C	B-4MIH-4M	B-4MMP-4P	B-4MNIP-4I	B-5TAP-F8	B-6PEH-6	B-6PEP-6P	B-8NMH-8H	B-8NMP-8P	B-SVH1-Q1	B-SVH10-Q10	B-SVH11-Q11	B-SVH12-Q12	B-SVH14-Q14	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH5-Q5	B-SVH6-Q6	B-SVH7-Q7	B-SVH8-Q8	B-VEN-B12	B-VEN-C10	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-F11	B-VEN-G10	B-VEN-H11	Taxonomy
ASV53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3180	1	0	0	0	0	0	0	GS|100.0|Y11374_S000004837;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
ASV54	1	0	0	0	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3079	7	0	0	2	0	0	1	GSL|100.0|EU036220_S000903063;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Planococcaceae
ASV55	0	0	3	0	0	0	60	1	280	4	1	0	13	0	0	5	12	19	297	0	12	2	1334	182	1631	110	127	0	1	1	0	0	0	14	0	SS|0.9700|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV56	1	0	2	0	8	0	3	2704	300	31	113	0	2	1	0	2	77	0	6	372	800	68	1130	802	867	261	1735	323	0	252	119	3	0	1	0	SS|0.8500|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV57	0	0	0	0	0	0	1	0	0	184	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	2633	58	0	53	0	0	1	GS|100.0|HF558366_S003722557;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Neisseria;
ASV58	11	0	0	2572	0	0	1	0	125	30	0	0	0	0	0	0	0	0	0	7	0	0	0	2	4	0	3	1	5	2	0	32	0	9	0	SS|0.8200|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV59	0	0	0	1	0	0	0	0	1	208	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	2136	222	0	83	2	0	0	GS|100.0|AY362908_S000368472;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pasteurellales,f:Pasteurellaceae,g:Haemophilus;
ASV60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	0	0	SS|1.0000|EF687743_S000893518;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio
ASV61	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	506	4	0	340	36	1639	4	0	GS|100.0|AF067651_S000428365;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Geobacillus;
ASV62	13	0	2	1	4	0	0	0	60	33	1	0	4	32	63	0	0	0	5	0	0	2	0	10	56	0	11	0	1678	0	0	926	0	1	0	SS|0.9800|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV63	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	168	0	0	2284	0	0	0	SS|0.9200|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV64	1	0	0	0	1	0	1	2	0	3035	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|AJ575744_S000264491;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV65	0	0	3	0	0	0	0	0	243	0	0	0	1	1	2	7	2	0	13	3	0	0	0	4	82	0	0	0	208	0	0	1724	0	1	0	SS|0.8800|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV66	0	0	7	0	2	0	280	0	457	21	165	0	20	0	0	13	8	0	11	0	21	1	34	400	742	0	66	0	0	1964	0	5	0	76	0	SS|0.8900|D87679_S000414171;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	2229	0	0	0	SS|0.9800|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV68	0	0	0	0	29	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	218	0	2424	0	SS|0.9900|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV69	6	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1095	221	31	0	118	0	2	0	GS|100.0|AY485602_S000420023;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus;
ASV70	0	0	6	0	1	0	38	0	1853	16	0	0	182	0	0	4	0	0	2	4	14	1	47	25	88	2	37	0	0	4	0	0	0	2	0	SS|1.0000|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV71	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1450	0	0	727	0	0	0	SS|0.9100|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV72	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	705	0	0	50	2	1103	0	0	GS|100.0|X07998_S000381199;k:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Thermales,f:Thermaceae,g:Thermus;
ASV73	0	0	0	0	0	0	0	1	11	2	0	0	0	0	0	0	8	0	0	16	22	2	106	1424	227	3	52	0	0	0	0	0	0	1	0	SS|0.9500|AB110421_S000439512;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae
ASV74	0	0	1	0	0	0	0	0	121	0	0	0	0	0	0	2	1	0	10	2	9	1	2	7	13	0	0	0	125	0	0	1608	0	0	0	SS|0.9200|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV75	1	0	2	0	0	0	546	0	379	0	1	0	12	1	0	9	4	0	79	2	41	7	370	102	152	22	407	0	0	1	0	2	0	44	0	SS|1.0000|AJ271383_S000006708;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV76	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	179	0	0	0	1	0	0	1601	SS|1.0000|AY253658_S000473521;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV77	1592	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	1	0	SS|0.9100|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV78	0	0	0	0	1654	398	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	SS|0.9200|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus
ASV79	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	279	5	0	0	65	0	1132	0	GSL|98.0|AF211871_S000021401;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae
ASV80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1487	0	0	0	0	0	0	0	GS|99.6|AY862507_S000478677;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Melissococcus;
ASV81	0	0	0	0	0	0	1	1	4	0	1156	0	0	0	0	0	1	0	0	41	12	0	10	4	10	1	12	11	0	326	1	0	0	0	0	SS|0.9900|AM709786_S001239142;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	4	0	0	0	0	0	0	GS|98.0|AF211871_S000021401;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Zymobacter;
ASV83	0	0	0	0	9	0	17	89	484	1	12	0	0	3	0	13	5	0	0	6	20	3	21	537	1302	0	3	0	0	2	0	0	0	0	0	GS|98.0|AB257864_S000652804;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;
ASV84	5	0	0	1396	0	0	0	0	9	32	0	0	0	0	0	1	0	0	1	3	1	0	0	3	12	0	5	1	0	0	0	0	1	0	0	SS|0.9800|AB032352_S000469294;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales
ASV85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	GS|0.0|None;No hit
ASV86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	SS|0.8900|X95921_S000381398;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae
ASV87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	GS|0.0|None;No hit
ASV88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0	0	GS|99.6|JN713899_S002961371;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Tepidimonas;
ASV89	0	0	0	1	0	0	1	7	0	1310	10	0	6	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	84	1	0	183	0	0	0	SS|0.9600|AB005893_S000381770;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae
ASV90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	808	0	0	49	0	1	0	SS|1.0000|AM418384_S000768523;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria
