#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU27	GS|100.0|AY995767_S000528124;k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella;	k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella;	k:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Veillonellaceae,g:Veillonella	No hit
OTU28	SS|1.0000|AM418384_S000768523;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	No hit
OTU29	GS|99.6|D88668_S000380815;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus	No hit
OTU30	GS|100.0|Y10756_S000013156;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas	No hit
OTU31	GS|99.6|JQ746036_S003285961;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Vulcaniibacterium;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Vulcaniibacterium;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Vulcaniibacterium	No hit
OTU32	GS|98.8|X55597_S000131075;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium	No hit
OTU33	GS|100.0|AB542054_S002164992;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus	No hit
OTU34	GS|99.6|X55405_S000260849;k:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales",f:"Fusobacteriaceae",g:Fusobacterium;	k:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales",f:"Fusobacteriaceae",g:Fusobacterium;	k:Bacteria,p:"Fusobacteria",c:Fusobacteriia,o:"Fusobacteriales",f:"Fusobacteriaceae",g:Fusobacterium	No hit
OTU35	SS|0.9800|EF687743_S000893518;k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio;	k:Bacteria,p:"Proteobacteria",c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio	No hit
OTU36	GS|100.0|AF129443_S000387364;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Raoultella;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Raoultella;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae	No hit
OTU37	GS|97.2|AF211871_S000021401;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Zymobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Zymobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Oceanospirillales,f:Halomonadaceae,g:Zymobacter	No hit
OTU38	GS|100.0|AB572588_S002349739;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	No hit
OTU39	GS|100.0|AY557615_S000475023;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Silanimonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Silanimonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Silanimonas	No hit
OTU40	GS|0.0|None;No hit	No hit	No hit	No hit
OTU41	GS|100.0|AB523780_S002235747;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus	No hit
OTU42	GS|100.0|EU522083_S001187772;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Tetragenococcus	No hit
OTU43	GS|99.6|X87758_S000000629;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Rothia;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Rothia;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Rothia	No hit
OTU44	SS|0.9800|GQ922846_S002967762;k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,g:Natranaerovirga;	k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales	No hit
OTU45	GS|100.0|GU129567_S001746040;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus	No hit
OTU46	GS|99.2|AY423719_S000485111;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Nocardioidaceae,g:Nocardioides	No hit
OTU47	SS|0.9900|AB052706_S000469304;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acetobacter;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales	No hit
OTU48	GS|0.0|None;No hit	No hit	No hit	No hit
OTU49	GS|100.0|AB513363_S001872188;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Neokomagataea;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Neokomagataea;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Neokomagataea	No hit
OTU50	GS|100.0|EU791281_S001153684;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas	No hit
OTU51	SS|0.9400|AJ318414_S000127978;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae	No hit
OTU52	GSL|100.0|JN175341_S002916785;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Enhydrobacter	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Enhydrobacter	No hit
OTU53	GS|100.0|AB021191_S000006847;k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae_1,g:Bacillus	No hit
OTU54	SS|1.0000|AY831385_S000596320;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU55	GS|73.5|AJ535710_S000351835;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Stella;	No hit	No hit
OTU56	GS|100.0|HF558380_S003722571;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Lautropia	No hit
OTU57	GSL|100.0|Y10759_S000022475;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Xanthomonas	No hit
OTU58	GS|0.0|None;No hit	No hit	No hit	No hit
OTU59	GS|99.6|AJ420330_S000014707;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Xylophilus;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,g:Xylophilus;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales	No hit
OTU60	GS|97.2|JQ746651_S003291349;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Snodgrassella;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Snodgrassella;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Neisseriales,f:Neisseriaceae,g:Snodgrassella	No hit
OTU61	GS|100.0|AP007232_S000609085;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta;	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta;	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta	No hit
OTU62	GS|99.6|AY264674_S000404964;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Arsenophonus;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Arsenophonus;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:"Enterobacteriales",f:Enterobacteriaceae,g:Arsenophonus	No hit
OTU63	GS|100.0|CP002122_S002290833;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Prevotellaceae",g:Prevotella	No hit
OTU64	GS|99.2|AF360737_S000392299;k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus;	k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Fructobacillus	No hit
OTU65	SS|1.0000|AJ550617_S000263801;k:Bacteria	k:Bacteria,p:Firmicutes,c:Erysipelotrichia,o:Erysipelotrichales,f:Erysipelotrichaceae,g:Erysipelothrix;	k:Bacteria	No hit
OTU66	SS|1.0000|AY193185_S000401336;k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis	k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis;	k:Bacteria,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis	No hit
OTU67	GS|98.4|AB547446_S002038915;k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Dysgonomonas;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Dysgonomonas;	k:Bacteria,p:"Bacteroidetes",c:"Bacteroidia",o:"Bacteroidales",f:"Porphyromonadaceae",g:Dysgonomonas	No hit
OTU68	GS|100.0|CP000359_S000690627;k:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus;	k:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus;	k:Bacteria,p:"Deinococcus-Thermus",c:Deinococci,o:Deinococcales,f:Deinococcaceae,g:Deinococcus	No hit
OTU69	SS|1.0000|EF044213_S001020365;k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta;	k:Bacteria,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Streptophyta	No hit
OTU70	GS|100.0|AF078766_S000428522;k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax;	k:Bacteria,p:"Proteobacteria",c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Acidovorax	No hit
OTU71	GS|100.0|AJ536198_S000110436;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Micrococcus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Micrococcus;	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales,f:Micrococcaceae,g:Micrococcus	No hit
OTU72	GS|74.7|AB428365_S001168618;k:Bacteria,p:"Caldiserica",c:Caldisericia,o:Caldisericales,f:Caldisericaceae,g:Caldisericum;	k:Bacteria,p:"Caldiserica",c:Caldisericia,o:Caldisericales,f:Caldisericaceae,g:Caldisericum;	No hit	No hit
OTU73	SS|0.9900|CP000481_S002287801;k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	k:Bacteria,p:"Actinobacteria",c:Actinobacteria,o:Actinomycetales	No hit
OTU74	GS|100.0|Y12703_S000012400;k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus;	k:Bacteria,p:"Proteobacteria",c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Paracoccus	No hit
OTU75	GS|100.0|Z93440_S000381585;k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter;	k:Bacteria,p:"Proteobacteria",c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter	No hit
